Name,Address,Fees,Placement,Hostel,Transportation,Link
Ahmedabad Institute of Aeronautical Engineering & Information Technology,"Beside Vasantnagar Township 380061, Gota Ognaj road, Off, Gota Cross roads, Ahmedabad, Gujarat 380061","₹90,000 - ₹1.20L ",N/A,No,No,https://www.univariety.com/college/Ahmedabad-Institute-of-Aeronautical-Engineering-Information-Technology-AIAEIT/80c91ec0
Sardar Patel Institute of Technology,"Drive In Rd, near Doordarshan Tower, Thaltej, Ahmedabad, Gujarat 380054",6.09L,N/A,No,No,http://www.spit.ac.in/
